GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
IU Type Introspection Container Bootstrap,iu.type.boot,Init,0,89,0,4,0,25,0,7,0,5
IU Type Introspection Container Bootstrap,iu.type.boot,Init.new UnsafeRunnable() {...},0,99,0,0,0,21,0,3,0,3
