GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
IU Authentication and Authorization API,edu.iu.auth,IuApiCredentials,0,7,0,0,0,1,0,1,0,1
IU Authentication and Authorization API,edu.iu.auth,IuAuthenticationException,0,19,0,0,0,8,0,5,0,5
IU Authentication and Authorization API,iu.auth,IuAuthSpiFactory,0,52,0,4,0,12,0,4,0,2
IU Authentication and Authorization API,edu.iu.auth.oauth,IuAuthorizationSession,0,7,0,0,0,1,0,1,0,1
IU Authentication and Authorization API,edu.iu.auth.oauth,IuBearerAuthCredentials,0,12,0,4,0,1,0,3,0,1
IU Authentication and Authorization API,edu.iu.auth.oauth,IuAuthorizationClient,0,15,0,0,0,6,0,6,0,6
IU Authentication and Authorization API,edu.iu.auth.oidc,IuOpenIdClient,0,9,0,0,0,5,0,5,0,5
IU Authentication and Authorization API,edu.iu.auth.oidc,IuOpenIdProvider,0,7,0,0,0,1,0,1,0,1
