GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
IU Basic Authentication Client,iu.auth.basic,BasicAuthCredentials,0,35,0,0,0,9,0,5,0,5
IU Basic Authentication Client,iu.auth.basic,BasicAuthSpi,0,9,0,0,0,3,0,2,0,2
